,Stock Code,change %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Periode
46,ARTO,38.71,242,02 Jan 2020,30 Dec 2020,398650231700,121307200,54356,81--,2020
47,ASBI,0.65,242,02 Jan 2020,30 Dec 2020,1233455400,3631000,1375,84--,2020
48,ASDM,-18.35,242,02 Jan 2020,30 Dec 2020,451694000,482700,766,84--,2020
49,ASGR,-15.79,242,02 Jan 2020,30 Dec 2020,114424607500,152657100,30981,97--,2020
50,ASII,-13,242,02 Jan 2020,30 Dec 2020,60202114020000,11992385600,2211678,42--,2020
51,ASJT,68.07,242,02 Jan 2020,30 Dec 2020,10844473800,74807800,13292,84--,2020
52,ASMI,-22.96,242,02 Jan 2020,30 Dec 2020,38421834000,32953400,6369,84--,2020
53,ASRI,1.68,242,02 Jan 2020,30 Dec 2020,5081760392100,28407317400,912921,61--,2020
54,ASRM,-16.42,242,02 Jan 2020,30 Dec 2020,1230685500,658300,813,84--,2020
55,ASSA,-14.19,242,02 Jan 2020,30 Dec 2020,1275325162400,2514839000,182468,74--,2020
56,ATIC,-10.16,242,02 Jan 2020,30 Dec 2020,279645500,445100,872,97--,2020
57,AUTO,-10.08,242,02 Jan 2020,30 Dec 2020,339206409500,352437700,94827,42--,2020
58,BABP,0,242,02 Jan 2020,30 Dec 2020,79699466200,1426054800,33071,81--,2020
59,BACA,25.33,242,02 Jan 2020,30 Dec 2020,105189312900,293568300,21685,81--,2020
60,BAJA,87.1,242,02 Jan 2020,30 Dec 2020,100513076300,994370800,98608,33--,2020
61,BALI,-26.61,242,02 Jan 2020,30 Dec 2020,11735778000,14411200,3426,75--,2020
62,BAPA,-29.58,242,02 Jan 2020,30 Dec 2020,25183542500,411920400,1297,61--,2020
63,BAPI,0,242,02 Jan 2020,30 Dec 2020,655365000,13107300,1909,61--,2020
64,BATA,-3.79,242,02 Jan 2020,30 Dec 2020,1902511500,3148400,1985,44--,2020
65,BAYU,-5.51,242,02 Jan 2020,30 Dec 2020,1832313000,1741200,1218,94--,2020
66,BBCA,1.27,242,02 Jan 2020,30 Dec 2020,153065239970000,5200315000,3681261,81--,2020
67,BBHI,239.2,242,02 Jan 2020,30 Dec 2020,104305638900,340932900,47281,81--,2020
68,BBKP,156.7,242,02 Jan 2020,30 Dec 2020,13548855358700,43503775000,1470403,81--,2020
69,BBLD,-8.91,242,02 Jan 2020,30 Dec 2020,4025034400,10829600,763,82--,2020
70,BBMD,-46.43,242,02 Jan 2020,30 Dec 2020,77111451000,70389900,3117,81--,2020
71,BBNI,-21.34,242,02 Jan 2020,30 Dec 2020,67947392944000,13713645000,2982344,81--,2020
72,BBRI,-5.23,242,02 Jan 2020,30 Dec 2020,162841445172000,48726190200,6053244,81--,2020
73,BBRM,0,242,02 Jan 2020,30 Dec 2020,68818400,1373200,89,74--,2020
74,BBTN,-18.63,242,02 Jan 2020,30 Dec 2020,21555249619000,16980761200,1585487,81--,2020
75,BBYB,4.93,242,02 Jan 2020,30 Dec 2020,12175683800,42056900,6805,81--,2020
76,BCAP,-10,242,02 Jan 2020,30 Dec 2020,95160237600,636873400,429030,89--,2020
77,BCIC,55.56,242,02 Jan 2020,30 Dec 2020,238000,400,3,81--,2020
78,BCIP,17.19,242,02 Jan 2020,30 Dec 2020,58728826600,862131800,33575,61--,2020
79,BDMN,-20.51,242,02 Jan 2020,30 Dec 2020,2155200239000,784848100,263895,81--,2020
80,BEEF,-60.4,242,02 Jan 2020,30 Dec 2020,277152467000,1436271400,152649,13--,2020
81,BEKS,96,242,02 Jan 2020,30 Dec 2020,261005607600,1998671700,58005,81--,2020
82,BELL,-69.42,242,02 Jan 2020,30 Dec 2020,108873115000,569428200,47381,43--,2020
83,BEST,-16.67,242,02 Jan 2020,30 Dec 2020,5072220758300,29677506900,906027,61--,2020
84,BFIN,0,242,02 Jan 2020,30 Dec 2020,2344747389100,5635138000,280968,82--,2020
85,BGTG,12.12,242,02 Jan 2020,30 Dec 2020,184718232900,2676347600,92952,81--,2020
86,BHIT,3.12,242,02 Jan 2020,30 Dec 2020,445174490400,6487773200,552628,98--,2020
87,BIKA,-5.1,242,02 Jan 2020,30 Dec 2020,460524400,2515100,2112,61--,2020
88,BIMA,0,242,02 Jan 2020,30 Dec 2020,330286500,6395600,1431,44--,2020
89,BINA,-19.77,242,02 Jan 2020,30 Dec 2020,179410515500,229719500,11012,81--,2020
90,BIPI,0,242,02 Jan 2020,30 Dec 2020,145319448600,2810829400,46472,22--,2020
91,BIPP,0,242,02 Jan 2020,30 Dec 2020,4995124900,93933500,7593,61--,2020
92,BIRD,-47.79,242,02 Jan 2020,30 Dec 2020,994987147000,758578000,158108,74--,2020
93,BISI,-1.9,242,02 Jan 2020,30 Dec 2020,82716660500,92299200,26861,11--,2020
94,BJBR,30.8,242,02 Jan 2020,30 Dec 2020,4152758174000,3776716200,598826,81--,2020
95,BJTM,-0.73,242,02 Jan 2020,30 Dec 2020,2673792984600,4510851200,633146,81--,2020
96,BKDP,-16.39,242,02 Jan 2020,30 Dec 2020,677675000,13057700,2516,61--,2020
97,BKSL,-41.18,242,02 Jan 2020,30 Dec 2020,1052506044600,18909081300,209304,61--,2020
98,BKSW,-41.11,242,02 Jan 2020,30 Dec 2020,4228408600,42562700,8724,81--,2020
99,BLTA,0,242,02 Jan 2020,30 Dec 2020,144920000,2898400,438,74--,2020
100,BLTZ,-0.33,242,02 Jan 2020,30 Dec 2020,130898000,35900,103,95--,2020
101,BLUE,33.33,242,02 Jan 2020,30 Dec 2020,17727589800,31567400,27548,91--,2020
102,BMAS,20.11,242,02 Jan 2020,30 Dec 2020,2037651100,6523400,3851,81--,2020
103,BMRI,-17.59,242,02 Jan 2020,30 Dec 2020,87845832198500,15536657500,2471317,81--,2020
104,BMSR,-23.81,242,02 Jan 2020,30 Dec 2020,11039207500,142969000,13207,91--,2020
105,BMTR,-16.67,242,02 Jan 2020,30 Dec 2020,5943281926900,22745584500,987417,98--,2020
106,BNBA,17.39,242,02 Jan 2020,30 Dec 2020,14461762400,44273500,7119,81--,2020
107,BNBR,0,242,02 Jan 2020,30 Dec 2020,2808915000,56178300,3610,98--,2020
108,BNGA,3.11,242,02 Jan 2020,30 Dec 2020,1519087718500,1767540300,226425,81--,2020
109,BNII,67.96,242,02 Jan 2020,30 Dec 2020,690365819600,2466350800,186309,81--,2020
110,BNLI,138.74,242,02 Jan 2020,30 Dec 2020,4598717260000,3395810700,238389,81--,2020
111,BOGA,3.76,242,02 Jan 2020,30 Dec 2020,18581621968500,13250466700,548416,91--,2020
112,BOLA,-50.3,242,02 Jan 2020,30 Dec 2020,9713910800,55585300,9372,99--,2020
113,BOLT,-5.95,242,02 Jan 2020,30 Dec 2020,6065148900,7294900,5317,42--,2020
114,BORN,0,12,02 Jan 2020,17 Jan 2020,0,0,0,,2020
115,BOSS,-12.79,242,02 Jan 2020,30 Dec 2020,465008971000,3770975700,311363,21--,2020
116,BPFI,-12.21,242,02 Jan 2020,30 Dec 2020,4473104500,3725900,63,82--,2020
117,BPII,0,242,02 Jan 2020,30 Dec 2020,79000000,7900,5,89--,2020
118,BPTR,-8.99,242,02 Jan 2020,30 Dec 2020,775895800,9534400,4534,74--,2020
119,BRAM,-51.85,242,02 Jan 2020,30 Dec 2020,1056872000,215100,590,42--,2020
120,BRIS,581.82,242,02 Jan 2020,30 Dec 2020,32590872172500,33799794700,3262144,81--,2020
121,BRMS,59.62,242,02 Jan 2020,30 Dec 2020,1738371557200,26416386600,216135,23--,2020
122,BRNA,16.5,242,02 Jan 2020,30 Dec 2020,1460068000,1387600,485,35--,2020
123,BRPT,-27.15,242,02 Jan 2020,30 Dec 2020,19625244687300,19297819100,1696524,34--,2020
124,BSDE,-2.39,242,02 Jan 2020,30 Dec 2020,9074875354000,10874723200,843794,61--,2020
125,BSIM,-13.68,242,02 Jan 2020,30 Dec 2020,7162068000,15257100,4165,81--,2020
126,BSSR,-6.87,242,02 Jan 2020,30 Dec 2020,8181069500,5631000,5748,21--,2020
127,BSWD,0,242,02 Jan 2020,30 Dec 2020,0,0,0,81--,2020
128,BTEK,0,242,02 Jan 2020,30 Dec 2020,503610000,10072200,974,51--,2020
129,BTEL,0,242,02 Jan 2020,30 Dec 2020,0,0,0,73--,2020
130,BTON,42.86,242,02 Jan 2020,30 Dec 2020,8459989400,38489200,7122,33--,2020
131,BTPN,-4.31,242,02 Jan 2020,30 Dec 2020,63885119500,27547800,21201,81--,2020
132,BTPS,-11.76,242,02 Jan 2020,30 Dec 2020,11623249486000,3867323400,1309071,81--,2020
133,BUDI,-3.88,242,02 Jan 2020,30 Dec 2020,26253268500,270492100,26308,51--,2020
134,BUKK,-21.07,242,02 Jan 2020,30 Dec 2020,7380181000,8754200,6388,75--,2020
135,BULL,116.05,242,02 Jan 2020,30 Dec 2020,9629563402300,34119634700,791908,74--,2020
136,BUMI,9.09,242,02 Jan 2020,30 Dec 2020,3643096030700,56277169200,501822,21--,2020
137,BUVA,-25.68,242,02 Jan 2020,30 Dec 2020,2742732300,42198400,5438,94--,2020
138,BVIC,35.71,242,02 Jan 2020,30 Dec 2020,58187184700,605660600,65354,81--,2020
139,BWPT,-8.28,242,02 Jan 2020,30 Dec 2020,2568017713600,21701980800,674617,12--,2020
140,BYAN,-2.67,242,02 Jan 2020,30 Dec 2020,7351515000,533400,1258,21--,2020
141,CAKK,-25.71,242,02 Jan 2020,30 Dec 2020,36829408900,622740800,42669,32--,2020
142,CAMP,-19.25,242,02 Jan 2020,30 Dec 2020,147622230800,531636200,88885,51--,2020
143,CANI,-30.86,242,02 Jan 2020,30 Dec 2020,88581700,673200,882,74--,2020
144,CARS,-73.12,242,02 Jan 2020,30 Dec 2020,99176875300,1664319800,31038,91--,2020
145,CASA,-10.05,242,02 Jan 2020,30 Dec 2020,255251458800,652679700,27618,89--,2020
146,CASS,-56.45,242,02 Jan 2020,30 Dec 2020,319024308500,1448221300,149190,72--,2020
147,CCSI,-6.2,242,02 Jan 2020,30 Dec 2020,58356024700,233290800,33951,45--,2020
148,CEKA,6.89,242,02 Jan 2020,30 Dec 2020,51718121500,29400100,17831,51--,2020
149,CENT,94.52,242,02 Jan 2020,30 Dec 2020,292107986200,2522236400,107651,75--,2020
150,CFIN,-19.31,242,02 Jan 2020,30 Dec 2020,136348874400,673865000,41529,82--,2020
151,CINT,-20.53,242,02 Jan 2020,30 Dec 2020,2659309000,10026600,2385,55--,2020
152,CITA,70.29,242,02 Jan 2020,30 Dec 2020,5592646000,2793700,1916,23--,2020
153,CITY,-24.35,242,02 Jan 2020,30 Dec 2020,766899400,10652700,3612,61--,2020
154,CKRA,0,159,02 Jan 2020,27 Agt 2020,0,0,0,23--,2020
155,CLAY,-62.5,242,02 Jan 2020,30 Dec 2020,107291525000,38431700,13030,94--,2020
156,CLEO,-0.99,242,02 Jan 2020,30 Dec 2020,1143318167600,2342354500,285802,51--,2020
157,CLPI,-1.95,242,02 Jan 2020,30 Dec 2020,18592922200,25963000,11778,91--,2020
158,CMNP,-16.98,242,02 Jan 2020,30 Dec 2020,129894325500,114999400,28386,72--,2020
159,CMPP,0,242,02 Jan 2020,30 Dec 2020,0,0,0,74--,2020
160,CNKO,0,242,02 Jan 2020,30 Dec 2020,72035000,1440700,646,91--,2020
161,CNTB,0,242,02 Jan 2020,30 Dec 2020,0,0,0,43--,2020
162,CNTX,-35.5,242,02 Jan 2020,30 Dec 2020,1069544200,4296000,1004,43--,2020
163,COCO,-23.08,242,02 Jan 2020,30 Dec 2020,7047231000,8603400,3002,51--,2020
164,COWL,0,242,02 Jan 2020,30 Dec 2020,3352713800,64162000,2897,61--,2020
165,CPIN,0.38,242,02 Jan 2020,30 Dec 2020,12257885203500,2129525300,1019262,36--,2020
166,CPRI,0,242,02 Jan 2020,30 Dec 2020,433265000,8665300,1010,61--,2020
167,CPRO,0,242,02 Jan 2020,30 Dec 2020,2616640000,52332800,30599,36--,2020
168,CSAP,-14.22,242,02 Jan 2020,30 Dec 2020,33055255200,90921300,2533,93--,2020
169,CSIS,-24.42,242,02 Jan 2020,30 Dec 2020,21303215900,335510400,41831,62--,2020
170,CTBN,2.22,242,02 Jan 2020,30 Dec 2020,105637000,34400,148,33--,2020
171,CTRA,-5.29,242,02 Jan 2020,30 Dec 2020,7136774755600,9799330700,796061,61--,2020
172,CTTH,-21.43,242,02 Jan 2020,30 Dec 2020,3676855100,65935700,6116,24--,2020
173,DART,-28.21,242,02 Jan 2020,30 Dec 2020,435026400,1878500,1046,61--,2020
174,DAYA,30,242,02 Jan 2020,30 Dec 2020,313714000,721300,745,93--,2020
175,DEAL,-21.11,242,02 Jan 2020,30 Dec 2020,1555560708100,9441996300,687450,74--,2020
176,DEFI,-14.68,242,02 Jan 2020,30 Dec 2020,5881442500,3301100,3735,82--,2020
177,DEWA,0,242,02 Jan 2020,30 Dec 2020,3861660000,77233200,2248,21--,2020
178,DFAM,-48.5,242,02 Jan 2020,30 Dec 2020,72741502000,174975900,21066,94--,2020
179,DGIK,0,242,02 Jan 2020,30 Dec 2020,87005000,1740100,448,62--,2020
180,DIGI,-75.83,242,02 Jan 2020,30 Dec 2020,435436500,519900,470,97--,2020
181,DILD,-15.38,242,02 Jan 2020,30 Dec 2020,868842621500,4148815200,213326,61--,2020
182,DIVA,-35.04,242,02 Jan 2020,30 Dec 2020,141601662000,104339300,25638,93--,2020
183,DKFT,25.35,242,02 Jan 2020,30 Dec 2020,1347296096700,7555045900,417260,23--,2020
184,DLTA,-35.29,242,02 Jan 2020,30 Dec 2020,56616618000,12537200,12893,51--,2020
185,DMAS,-16.89,242,02 Jan 2020,30 Dec 2020,4282067072200,20004775400,801487,61--,2020
186,DMMX,-4.07,242,02 Jan 2020,30 Dec 2020,562218259400,3962565600,241911,95--,2020
187,DNAR,-26.69,242,02 Jan 2020,30 Dec 2020,15483383200,72847500,5441,81--,2020
188,DNET,14.01,242,02 Jan 2020,30 Dec 2020,20326587000,6014400,2354,97--,2020
189,DOID,25.71,242,02 Jan 2020,30 Dec 2020,5765756909400,19543368300,929771,21--,2020
190,DPNS,7.87,242,02 Jan 2020,30 Dec 2020,455765700,1840600,786,34--,2020
191,DPUM,-53.15,242,02 Jan 2020,30 Dec 2020,17287088500,237800800,22573,91--,2020
192,DSFI,-18,242,02 Jan 2020,30 Dec 2020,20926386700,289987900,27783,14--,2020
193,DSNG,32.61,242,02 Jan 2020,30 Dec 2020,702357696000,1408414900,119264,12--,2020
194,DSSA,15.32,242,02 Jan 2020,30 Dec 2020,2793902500,159900,623,21--,2020
195,DUCK,-68.52,242,02 Jan 2020,30 Dec 2020,1132019005500,2982392600,306917,94--,2020
196,DUTI,-24,242,02 Jan 2020,30 Dec 2020,9492527500,1840300,3179,61--,2020
197,DVLA,7.56,242,02 Jan 2020,30 Dec 2020,19957255000,8427500,8685,53--,2020
198,DWGL,-57.73,242,02 Jan 2020,30 Dec 2020,77795664700,327569500,6354,91--,2020
199,DYAN,-53.39,242,02 Jan 2020,30 Dec 2020,60591988000,989715800,41584,99--,2020
200,EAST,-34.78,242,02 Jan 2020,30 Dec 2020,48031558300,710944600,66220,94--,2020
201,ECII,-35.15,242,02 Jan 2020,30 Dec 2020,3369127500,4890800,1233,93--,2020
202,EKAD,17.76,242,02 Jan 2020,30 Dec 2020,90351801000,77385800,55963,34--,2020
203,ELSA,15.03,242,02 Jan 2020,30 Dec 2020,4758313962100,17660408000,826451,22--,2020
204,ELTY,0,242,02 Jan 2020,30 Dec 2020,115040000,2300800,427,61--,2020
205,EMDE,-14.29,242,02 Jan 2020,30 Dec 2020,1411624800,7068200,606,61--,2020
206,EMTK,151.12,242,02 Jan 2020,30 Dec 2020,156545326000,22119200,5287,95--,2020
207,ENRG,158,242,02 Jan 2020,30 Dec 2020,1275442576000,15047873000,267375,22--,2020
208,ENVY,-94.44,242,02 Jan 2020,30 Dec 2020,3691695176600,40227552500,694091,97--,2020
209,EPMT,2.93,242,02 Jan 2020,30 Dec 2020,16463589500,8532700,3808,91--,2020
210,ERAA,22.56,242,02 Jan 2020,30 Dec 2020,8551107831500,5491646100,1045728,93--,2020
211,ERTX,-14.29,242,02 Jan 2020,30 Dec 2020,1059872600,8311100,2064,43--,2020
212,ESIP,-65.67,242,02 Jan 2020,30 Dec 2020,297146499400,2030880000,214645,35--,2020
213,ESSA,-21.64,242,02 Jan 2020,30 Dec 2020,456385476900,2293723900,131084,34--,2020
214,ESTI,-13.33,242,02 Jan 2020,30 Dec 2020,9505633000,148097500,15476,43--,2020
215,ETWA,-3.12,242,02 Jan 2020,30 Dec 2020,2067149700,31385700,4183,34--,2020
216,EXCL,-13.33,242,02 Jan 2020,30 Dec 2020,16355253467000,6638290600,1312739,73--,2020
217,FAST,-57.25,242,02 Jan 2020,30 Dec 2020,25896430500,25426500,15066,94--,2020
218,FASW,-2.92,242,02 Jan 2020,30 Dec 2020,1024940000,144000,274,38--,2020
219,FILM,6.15,242,02 Jan 2020,30 Dec 2020,462084791000,2191140700,269088,95--,2020
220,FINN,0,242,02 Jan 2020,30 Dec 2020,0,0,0,82--,2020
221,FIRE,304.91,242,02 Jan 2020,30 Dec 2020,1495870345000,5035853800,629782,21--,2020
222,FISH,-31.05,242,02 Jan 2020,30 Dec 2020,564599000,199700,513,91--,2020
223,FITT,13.33,242,02 Jan 2020,30 Dec 2020,5763990500,80613500,10521,94--,2020
224,FMII,42.55,242,02 Jan 2020,30 Dec 2020,26510400,42600,121,61--,2020
225,FOOD,-13.45,242,02 Jan 2020,30 Dec 2020,67225222300,563286900,51604,51--,2020
226,FORU,38.38,242,02 Jan 2020,30 Dec 2020,354760100,2854400,1766,95--,2020
227,FORZ,0,242,02 Jan 2020,30 Dec 2020,553115000,11062300,633,61--,2020
228,FPNI,204.2,242,02 Jan 2020,30 Dec 2020,392653361400,1998227900,151815,35--,2020
229,FREN,-51.45,242,02 Jan 2020,30 Dec 2020,9977333405100,117961484300,2020124,73--,2020
230,FUJI,4.55,242,02 Jan 2020,30 Dec 2020,20952282900,199632400,3140,82--,2020
231,GAMA,0,242,02 Jan 2020,30 Dec 2020,3804541000,76084300,2099,61--,2020
232,GDST,77.42,242,02 Jan 2020,30 Dec 2020,315628059500,3212177200,204163,33--,2020
233,GDYR,-29,242,02 Jan 2020,30 Dec 2020,2866807500,1949500,725,42--,2020
234,GEMA,2.37,242,02 Jan 2020,30 Dec 2020,2190778800,6356000,1095,99--,2020
235,GEMS,0,242,02 Jan 2020,30 Dec 2020,0,0,0,21--,2020
236,GGRM,-22.64,242,02 Jan 2020,30 Dec 2020,19182477625000,415051800,941528,52--,2020
237,GGRP,12.31,242,02 Jan 2020,30 Dec 2020,2194433900,5832500,3872,33--,2020
238,GHON,6.97,242,02 Jan 2020,30 Dec 2020,19751518500,14735000,1233,75--,2020
239,GIAA,-19.28,242,02 Jan 2020,30 Dec 2020,5986188459100,17693841200,1171180,74--,2020
240,GJTL,11.97,242,02 Jan 2020,30 Dec 2020,810555172300,1617715100,204911,42--,2020
241,GLOB,-71.47,242,02 Jan 2020,30 Dec 2020,731309600,4355800,2764,93--,2020
242,GLVA,22.52,242,02 Jan 2020,30 Dec 2020,69529382500,220348400,15969,97--,2020
243,GMFI,-11.05,242,02 Jan 2020,30 Dec 2020,1048032051400,8295680200,315029,41--,2020
244,GMTD,12.19,242,02 Jan 2020,30 Dec 2020,769122500,44400,179,61--,2020
245,GOLD,3.6,242,02 Jan 2020,30 Dec 2020,2628769800,13052300,2697,75--,2020
246,GOLL,0,242,02 Jan 2020,30 Dec 2020,0,0,0,12--,2020
247,GOOD,-15.89,242,02 Jan 2020,30 Dec 2020,78410236500,60943400,32386,51--,2020
248,GPRA,-1.32,242,02 Jan 2020,30 Dec 2020,59056186700,997778800,31970,61--,2020
249,GREN,0,217,02 Jan 2020,20 Nov 2020,0,0,0,91--,2020
250,GSMF,-5,242,02 Jan 2020,30 Dec 2020,86041000,895300,828,89--,2020
251,GTBO,-51.61,242,02 Jan 2020,30 Dec 2020,1206819100,14592300,1836,21--,2020
252,GWSA,-12.34,242,02 Jan 2020,30 Dec 2020,10169719300,99290900,12263,61--,2020
253,GZCO,0,242,02 Jan 2020,30 Dec 2020,7966820400,158654200,5706,12--,2020
254,HADE,0,242,02 Jan 2020,30 Dec 2020,21205000,424100,129,91--,2020
255,HDFA,-3.08,242,02 Jan 2020,30 Dec 2020,405311600,2814500,539,82--,2020
256,HDIT,-54.55,242,02 Jan 2020,30 Dec 2020,10809586400,38160100,2087,91--,2020
257,HDTX,0,242,02 Jan 2020,30 Dec 2020,0,0,0,43--,2020
258,HEAL,-1.4,242,02 Jan 2020,30 Dec 2020,457768386500,146726200,50167,96--,2020
259,HELI,2.86,242,02 Jan 2020,30 Dec 2020,6688017800,31933500,2927,74--,2020
260,HERO,-6.74,242,02 Jan 2020,30 Dec 2020,14496631000,16994200,4260,93--,2020
261,HEXA,-5.19,242,02 Jan 2020,30 Dec 2020,305114578500,98706500,52819,91--,2020
262,HITS,-32.97,242,02 Jan 2020,30 Dec 2020,1590334400,2744300,1225,74--,2020
263,HKMU,-57.36,242,02 Jan 2020,30 Dec 2020,1036233249900,11058451300,369220,91--,2020
264,HMSP,-28.33,242,02 Jan 2020,30 Dec 2020,26943556422500,16311844300,1888354,52--,2020
265,HOKI,6.91,242,02 Jan 2020,30 Dec 2020,4282276650500,5229933600,314280,51--,2020
266,HOME,0,242,02 Jan 2020,30 Dec 2020,164940000,3298800,254,94--,2020
267,HOTL,-67.95,242,02 Jan 2020,30 Dec 2020,190289885500,1789479400,7330,94--,2020
268,HRME,-93.95,242,02 Jan 2020,30 Dec 2020,2646107734600,6303938600,195857,94--,2020
269,HRTA,22,242,02 Jan 2020,30 Dec 2020,237015040900,928006800,91291,59--,2020
270,HRUM,125.76,242,02 Jan 2020,30 Dec 2020,1612058957000,730954400,204872,21--,2020
271,IATA,0,242,02 Jan 2020,30 Dec 2020,486565000,9731300,3292,74--,2020
272,IBFN,11.57,242,02 Jan 2020,30 Dec 2020,2220922600,6470500,1264,82--,2020
273,IBST,11.11,242,02 Jan 2020,30 Dec 2020,983747500,115800,110,75--,2020
274,ICBP,-14.13,242,02 Jan 2020,30 Dec 2020,22911076335000,2376567500,1425628,51--,2020
275,ICON,8.82,242,02 Jan 2020,30 Dec 2020,10151092300,130254300,9229,94--,2020
276,IDPR,-41.85,242,02 Jan 2020,30 Dec 2020,19293051100,132246100,9873,62--,2020
277,IFII,-29.52,242,02 Jan 2020,30 Dec 2020,82423289200,448020500,60086,37--,2020
278,IFSH,-32.88,242,02 Jan 2020,30 Dec 2020,1658412100,4304200,2023,23--,2020
279,IGAR,4.12,242,02 Jan 2020,30 Dec 2020,11364661000,39048900,7744,35--,2020
280,IIKP,0,242,02 Jan 2020,30 Dec 2020,1900000,38000,51,51--,2020
281,IKAI,-31.51,242,02 Jan 2020,30 Dec 2020,77143826300,1338053500,47274,94--,2020
282,IKBI,-10,242,02 Jan 2020,30 Dec 2020,1385459800,6196500,2088,45--,2020
283,IMAS,31.17,242,02 Jan 2020,30 Dec 2020,3513096855400,3548401600,484761,42--,2020
